Geneid	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample56	sample57	sample51	sample52	sample53	sample54	sample55
PTmerged210	7462	6212	11234	12305	7683	9058	13313	4815	146996	137885	142078	121174	106316	128245	160914	141059	154247	140114
PTmerged211	740	424	1075	456	1291	1151	1346	818	54	52	69	50	37	50	73	52	35	47
PTmerged212	62	41	86	97	49	50	78	51	1752	1647	1807	1339	1290	1103	1355	1227	1021	692
PTmerged213	423	214	538	295	382	371	446	209	180	182	199	209	179	298	320	305	233	198
PTmerged214	212	170	305	131	920	648	813	545	67	86	46	50	44	45	39	36	46	31
PTmerged215	205	163	296	131	920	647	810	541	64	84	45	48	44	44	34	35	45	29
PTmerged216	108	84	176	111	497	457	517	311	190	177	170	163	166	210	255	198	186	186
PTmerged218	746	450	1086	546	1885	1568	1842	1113	57	56	43	45	29	41	61	40	45	43
PTmerged217	746	450	1086	546	1885	1568	1843	1113	57	56	43	45	29	41	61	40	45	43
PTmerged219	1337	795	1910	988	3883	3257	3489	2223	111	107	103	135	94	108	132	111	106	127
PTmerged220	22	21	44	34	13	5	29	4	486	445	491	502	471	497	556	537	581	527
PTmerged221	406	256	571	271	666	633	860	450	634	604	612	547	527	711	780	711	659	594
PTmerged222	37	35	68	42	38	22	46	15	359	366	363	556	475	287	399	303	129	128
PTmerged223	1164	790	2046	1006	1603	1575	2067	951	1459	1356	1411	1134	1024	1636	2141	1775	1741	1650
PTmerged225	1321	1046	1881	2323	1578	1733	2460	1071	27099	24197	26108	28760	25311	25837	32434	28304	28618	25340
PTmerged226	5736	6329	9834	8713	8687	9473	14039	4035	58839	55396	56230	76177	64701	47685	59336	51420	53998	51831
PTmerged227	654	431	863	479	1637	1306	1379	929	240	183	235	270	225	217	281	275	240	265
PTmerged228	644	424	857	475	1630	1300	1375	927	239	181	234	267	225	217	280	273	237	262
PTmerged229	2178	1704	3751	1698	6476	5591	6795	4224	648	756	677	736	688	789	919	772	678	571
PTmerged230	2833	1964	4319	1892	2721	2365	2865	1603	275	251	312	234	197	223	280	215	238	213
PTmerged231	964	651	1635	836	3091	2967	3474	1627	428	461	433	521	430	525	612	607	585	575
PTmerged232	1173	693	1926	839	2862	2481	2834	1582	80	84	94	82	90	76	116	71	59	67
PTmerged233	432	260	783	328	1	11	2	1	10	10	4	21	20	0	1	0	0	0
PTmerged234	17	25	44	33	7	13	17	14	155	161	181	172	156	176	220	178	218	216
PTmerged235	88	49	165	98	125	98	144	58	223	222	237	275	248	237	284	250	269	255
PTmerged236	124	111	172	229	97	109	149	88	1366	1262	1216	1926	1668	1916	2446	2142	1324	1402
PTmerged237	439	246	692	284	1311	1129	1334	837	141	145	150	151	136	161	223	183	186	134
PTmerged238	46935	55943	83065	80037	74903	88826	131334	38428	629538	638859	605965	690781	599263	663408	832356	721042	697961	657921
PTmerged239	88	169	216	152	12	5	17	14	241	199	190	191	135	268	258	209	408	385
PTmerged245	1015	571	1428	766	2703	1957	2150	1525	125	113	108	114	79	94	119	97	110	128
PTmerged246	455	332	737	309	845	787	915	546	74	89	76	82	61	73	106	108	88	72
PTmerged247	84	73	146	166	94	81	139	95	1841	1689	1854	2976	2788	1766	2049	1844	2304	1811
PTmerged248	84	73	146	166	94	82	139	98	1841	1689	1854	2977	2788	1766	2050	1844	2304	1811
PTmerged249	1765	996	2459	2576	925	980	1184	733	131270	111287	126890	30793	27312	20276	25436	21747	279326	265026
PTmerged250	67	50	114	21	989	818	847	570	20	19	22	23	21	19	24	30	0	0
PTmerged251	501	270	896	311	792	753	933	592	30	43	22	42	28	27	30	19	25	35
PTmerged252	238	203	405	214	798	679	834	479	184	128	182	171	153	228	298	228	174	181
PTmerged253	187	135	300	130	428	473	494	357	309	260	258	243	196	211	283	247	281	256
PTmerged254	22	10	44	16	14	7	12	9	286	237	248	252	224	463	569	464	188	173
PTmerged255	12	4	22	11	10	4	8	5	267	231	233	238	216	438	539	437	178	164
PTmerged256	135	82	225	128	364	398	523	196	71	70	76	81	72	97	121	114	60	62
PTmerged257	27	24	59	38	16	23	10	4	325	324	325	308	242	318	316	292	281	242
PTmerged258	2102	1298	2988	1575	4670	3638	4119	2447	1063	1097	1030	1273	1082	1339	1568	1331	1127	1057
PTmerged259	5	2	4	6	9	19	29	13	570	476	502	951	891	394	524	466	527	374
PTmerged260	70	82	85	84	12	10	11	12	1	1	3	741	537	712	927	719	309	207
PTmerged261	27	63	57	79	11	2	8	6	5	4	9	408	311	492	648	500	189	173
PTmerged262	30	65	68	83	14	4	10	7	7	6	10	795	546	678	838	682	281	236
PTmerged263	319	204	483	248	300	279	341	150	286	254	312	346	285	379	500	387	256	217
PTmerged264	100	62	159	78	223	163	174	79	116	127	128	436	328	626	839	741	308	226
PTmerged265	9	12	11	10	9	10	5	1	112	97	118	143	109	101	129	102	287	277
PTmerged266	0	0	0	0	13	14	4	3	1	0	0	0	0	3	9	6	9	6
PTmerged267	0	0	0	0	682	731	810	326	0	0	0	0	0	146	183	130	104	98
PTmerged268	0	0	2	0	357	332	417	208	2	5	2	2	0	2	0	0	1	0
PTmerged270	105	113	184	163	146	121	158	60	368	339	379	491	413	638	695	700	398	354
PTmerged271	33	16	30	21	4	4	3	2	54	54	72	32	26	88	83	62	52	35
PTmerged272	55216	45080	82342	87638	65177	74178	107364	42891	1036284	983154	991634	1005889	932521	946181	1185242	1045763	1089376	1008801
PTmerged273	31	34	54	24	20	17	10	10	191	157	206	248	163	237	298	260	353	292
PTmerged274	118	64	143	75	49	78	71	34	113	95	108	62	61	102	86	100	79	82
PTmerged275	2146	2038	4004	2842	3439	3607	5205	1794	20026	19031	19622	25418	21971	22118	27825	23767	27611	22880
PTmerged276	5	8	17	22	8	12	11	8	164	155	162	263	192	180	249	219	149	110
PTmerged277	51	45	105	95	32	23	27	17	743	648	733	964	944	699	840	706	731	614
PTmerged278	38	16	43	34	66	45	37	48	48	38	46	362	321	192	245	232	290	295
PTmerged279	425	315	686	305	4	5	3	0	0	0	0	17	20	12	28	6	0	0
PTmerged280	45383	49170	72710	78754	63934	75881	109646	34864	697449	682862	683568	660080	588458	602909	759273	668821	722679	712122
PTmerged281	45052	48557	71943	78277	63706	75673	109457	34725	697130	682416	683178	659188	587670	601807	757866	667536	721932	711402
PTmerged282	290	198	458	252	534	426	615	307	411	335	419	485	428	488	601	488	572	480
PTmerged283	143	193	259	122	156	165	218	97	368	412	371	414	278	639	804	638	302	293
PTmerged284	18568	18521	28589	30678	19107	22159	32391	12014	262096	260411	256075	316337	282331	279468	352838	310374	343461	307063
PTmerged285	79	138	129	108	38	12	22	8	158	200	160	239	193	573	786	584	172	128
PTmerged286	994	671	1664	761	965	908	1096	631	46	39	43	38	28	11	27	8	42	41
PTmerged287	1251	879	1907	1000	3261	2736	3173	1940	153	201	166	190	134	212	229	210	144	146
PTmerged288	2585	2188	3704	4162	3641	3772	5084	2317	31932	30600	31050	25372	23138	34556	43331	38815	50697	42129
PTmerged289	1087	816	1787	766	1956	1686	2069	1129	858	777	836	875	768	690	898	746	757	634
PTmerged290	2348	1520	3949	1645	4159	3830	4509	2661	615	568	613	593	444	684	831	650	505	490
PTmerged291	2261	1532	3772	1886	5630	4473	5031	3389	295	298	310	478	401	394	439	353	344	309
PTmerged292	867	732	1476	1029	2	5	2	5	188	161	181	154	102	188	254	225	151	129
PTmerged293	338	237	574	249	814	627	800	397	65	73	68	60	69	100	107	74	65	59
PTmerged294	16	9	22	14	31	23	33	10	38	40	44	36	23	126	131	105	136	164
PTmerged295	36	36	61	45	42	49	37	12	270	286	228	283	207	146	188	142	148	136
PTmerged296	40	15	26	14	21	28	48	11	0	0	0	4	1	0	2	5	0	0
PTmerged297	115	100	188	131	99	107	179	52	716	666	705	690	559	864	1027	806	513	497
PTmerged298	315	248	618	465	499	411	663	310	4897	4317	4721	4348	3558	4236	5274	4679	4863	4309
PTmerged299	409	298	562	340	478	444	504	255	482	484	463	503	422	564	729	599	423	368
PTmerged300	741	480	1074	606	2215	1629	2075	1430	94	53	63	66	51	57	67	60	98	138
PTmerged301	24	21	66	47	27	9	19	11	524	445	550	332	301	413	545	511	773	534
PTmerged302	11	3	17	19	0	0	0	0	733	563	684	137	60	155	187	154	105	55
PTmerged303	227	139	313	178	891	778	963	500	41	53	51	25	42	47	54	34	32	34
PTmerged304	336	180	431	207	268	305	362	190	193	120	186	216	157	167	194	187	115	94
PTmerged305	587	448	853	722	1426	1367	1997	701	12065	10310	11415	6886	5607	5694	6947	5885	3740	3396
PTmerged306	508	370	842	417	567	435	607	318	795	597	706	696	554	1078	1268	1080	752	659
PTmerged307	3372	2538	5648	2531	4344	3899	4571	3157	233	205	225	319	285	180	261	210	278	264
PTmerged308	1823	1035	2747	1434	2576	2561	2953	1469	1382	1212	1347	1464	1148	1233	1540	1400	1594	1241
PTmerged309	383	248	524	229	511	454	593	352	196	187	199	146	152	236	240	216	272	228
PTmerged310	320	211	482	245	830	619	806	424	621	504	598	540	490	475	601	524	598	558
PTmerged311	3303	2190	5398	2430	7695	6993	8370	4551	2414	2176	2290	2478	2175	2816	3411	2943	2995	2760
PTmerged312	56	52	109	63	96	53	87	47	321	245	239	208	168	288	319	274	313	250
PTmerged313	403	278	753	320	1567	1361	1597	1022	27	32	33	33	26	30	25	22	22	31
PTmerged314	105	91	174	74	73	89	82	60	140	124	117	150	126	155	138	147	241	233
PTmerged315	2361	1522	3469	1710	1807	1644	1818	1236	127	136	128	105	71	83	119	85	82	91
PTmerged316	2358	1521	3459	1702	1805	1642	1816	1231	124	130	126	102	70	81	114	84	82	90
PTmerged317	146	89	213	150	84	95	101	65	777	783	787	1110	946	217	256	206	886	812
PTmerged318	47	47	107	75	68	46	95	30	289	247	294	309	272	272	315	289	335	315
PTmerged319	13	6	12	11	0	1	0	0	22	29	26	19	20	2	0	0	58	30
PTmerged320	1366	934	2172	981	2796	2367	2758	1651	194	189	176	188	138	205	226	175	191	149
PTmerged321	52	73	113	109	95	65	135	46	779	710	730	639	558	871	986	930	639	595
PTmerged322	33	38	43	73	20	27	62	15	578	552	522	754	710	674	865	774	896	720
PTmerged323	177	108	286	144	342	295	388	276	778	722	764	794	745	787	876	875	899	808
PTmerged324	1610	986	2520	1190	3692	2952	3171	2082	170	136	160	157	120	164	176	176	176	199
PTmerged325	1543	950	2456	1144	3558	2822	3064	2024	155	125	147	130	104	143	155	150	156	172
PTmerged326	2333	1390	3462	1576	3653	3402	4158	2348	1139	1013	1139	1762	1461	1279	1585	1441	1532	1313
PTmerged327	2336	1391	3472	1574	3655	3414	4160	2356	1139	1012	1139	1762	1461	1278	1586	1440	1531	1313
PTmerged328	1386	848	2061	1060	2964	2626	3147	2057	2286	2089	2344	2837	2528	1865	2268	2154	2339	1933
PTmerged329	1218	753	2080	1024	2352	2069	2499	1215	146	143	130	139	145	117	139	126	127	118
PTmerged330	78	86	143	88	46	46	40	26	129	154	101	4	2	624	715	531	1	0
PTmerged331	103	58	173	61	702	563	773	354	309	267	306	313	234	293	328	274	385	221
PTmerged332	679	443	1052	457	1441	1409	1776	966	198	159	155	183	146	171	197	155	175	157
PTmerged333	359	179	481	225	802	788	1059	464	134	156	134	80	64	167	208	161	164	127
PTmerged334	1422	681	1961	990	1773	1456	1809	958	1643	1522	1559	1482	1336	1618	1934	1630	1025	1151
PTmerged335	739	392	1021	437	1158	972	1160	513	133	111	151	145	112	134	189	145	156	155
PTmerged336	146	56	202	146	61	83	107	46	453	370	381	610	530	719	893	842	514	486
PTmerged337	439	215	620	297	770	788	913	435	181	123	171	178	138	273	261	264	236	180
PTmerged338	418	202	595	297	756	778	894	428	178	112	169	174	136	275	258	266	235	181
PTmerged339	11	7	25	12	0	1	1	2	196	155	210	176	157	279	372	322	352	263
PTmerged340	99	78	160	80	83	87	95	31	247	247	212	312	252	338	478	416	163	182
PTmerged341	16	14	19	36	13	9	7	8	149	91	131	270	232	194	250	204	220	131
PTmerged342	574	386	994	486	751	688	796	513	41	39	31	25	25	42	46	49	101	93
PTmerged343	1103	799	1603	802	1311	1283	1613	737	244	279	225	238	199	224	337	307	223	215
PTmerged344	459	333	653	256	828	841	926	844	11	21	20	10	15	19	12	11	4	0
PTmerged345	597	334	882	436	1167	1083	1280	623	499	425	484	723	586	709	818	806	650	549
PTmerged346	623	340	921	475	707	646	822	429	518	460	496	668	634	728	936	835	702	631
PTmerged347	40	18	53	38	24	33	23	28	158	129	157	113	89	189	255	228	222	214
PTmerged350	2632	1894	3875	1760	5489	4806	5647	3796	223	263	255	174	149	142	189	160	140	147
PTmerged351	938	527	1380	646	1273	1167	1395	834	207	185	220	203	166	234	319	275	212	181
PTmerged352	612	299	851	354	977	812	1017	583	48	60	59	50	39	57	65	50	72	48
PTmerged353	688	336	976	409	1182	944	1181	680	63	74	79	68	57	72	96	75	86	61
PTmerged354	669	462	1042	471	1565	1242	1407	868	69	60	63	50	44	53	56	51	60	48
PTmerged355	652	445	997	453	1484	1168	1330	795	55	51	59	45	37	46	48	44	54	43
PTmerged356	1060	722	1699	890	1293	1202	1491	775	455	482	466	518	413	537	634	539	607	619
PTmerged357	18	52	51	30	6	11	6	1	79	125	89	213	181	375	514	371	158	104
PTmerged358	1135	661	1577	832	1947	1558	1762	1291	72	60	78	62	53	45	54	46	61	75
PTmerged359	128	88	152	100	85	80	136	73	219	219	265	223	186	294	405	348	297	230
PTmerged361	373	562	758	467	217	242	311	138	4016	5289	4223	5714	4751	2568	3498	3200	3978	3500
PTmerged362	45	55	113	63	52363	58374	87635	19060	122	191	146	149	122	110	123	127	135	96
PTmerged363	224149	346312	461710	373113	983700	1107844	1643230	414859	3398570	3642309	3274726	3437574	2886179	2133332	2734433	2324975	2171977	2013000
PTmerged364	37	113	162	114	74	104	118	24	250	280	226	278	240	173	262	214	124	101
PTmerged365	57742	85761	110558	97110	304637	338114	497229	126830	817445	874200	778804	875453	734567	514755	659319	562594	538458	497511
PTmerged366	1045	1813	2094	1340	1040	958	1191	587	3585	4611	3651	4234	3165	3830	5083	4342	2153	1787
PTmerged367	433	834	896	554	293	324	461	158	1467	1859	1481	1856	1320	1683	2273	1903	997	874
PTmerged368	253	421	512	311	186	157	190	106	832	1057	846	861	667	721	1070	923	489	362
PTmerged369	52	70	72	53	29	20	13	3	123	171	161	120	91	171	246	223	79	80
PTmerged370	26	28	36	12	583	395	417	535	29	41	25	16	5	3	2	6	3	3
PTmerged371	1091	658	1732	792	1759	1568	1905	1164	64	54	57	47	43	36	37	32	35	49
PTmerged372	1091	658	1739	795	1761	1568	1905	1163	64	56	57	47	44	36	37	33	36	47
PTmerged373	85	84	138	83	149	132	119	65	280	256	311	320	236	262	313	246	281	284
PTmerged374	118	102	215	113	209	176	353	87	3	3	1	537	490	1	0	1	231	214
PTmerged375	61	43	90	77	58	54	71	30	1506	1426	1438	1503	1241	1224	1416	1217	869	808
PTmerged376	63	43	91	77	58	54	71	30	1537	1461	1463	1524	1258	1231	1435	1227	885	827
PTmerged377	222	173	291	186	107	89	133	92	672	599	757	958	830	1047	1295	1156	1187	929
PTmerged379	29	19	52	24	27	23	32	14	243	244	268	384	333	432	496	459	370	356
PTmerged380	243	179	477	191	553	499	543	359	137	115	126	142	101	119	133	120	349	291
PTmerged381	1047	753	1502	664	2348	1972	2106	1435	114	110	112	129	85	116	133	115	121	92
PTmerged382	7	1	5	3	616	519	487	434	0	1	0	0	2	1	1	0	1	1
PTmerged383	151	155	280	280	129	160	215	103	1020	948	961	2020	1771	1515	1932	1540	3097	2903
PTmerged384	151	155	280	282	129	168	217	103	1026	954	966	2024	1777	1518	1938	1544	3099	2907
PTmerged385	838	590	1375	605	775	648	808	571	157	191	151	107	100	127	152	96	106	120
PTmerged386	801	561	1350	573	707	571	739	511	152	181	146	104	97	121	143	93	104	115
PTmerged387	27	16	40	51	79	73	101	54	212	214	182	358	286	266	350	304	300	303
PTmerged388	27071	24386	40177	43710	31134	36842	53609	21738	463447	447899	445541	472176	420590	465447	585317	515483	512867	480230
PTmerged389	70	90	120	120	93	100	117	51	721	721	687	742	613	987	1176	1050	1086	1020
PTmerged390	532	397	680	682	323	371	586	257	7122	6995	6834	7054	6394	8188	10422	8915	9912	9483
PTmerged391	127	75	160	223	3	8	5	9	262	336	260	741	736	918	1167	961	276	193
PTmerged392	93	60	116	173	0	1	0	2	144	173	137	448	431	465	611	515	168	132
PTmerged393	61	34	72	94	10	6	9	5	80	86	89	150	151	608	806	705	192	150
PTmerged394	1230	719	2108	887	4407	3753	4482	2442	114	98	107	89	69	98	119	76	164	134
PTmerged397	80	55	139	69	63	51	89	49	118	102	113	171	174	199	228	181	209	199
PTmerged398	375	258	621	302	515	493	571	283	276	232	261	318	250	388	483	439	425	363
PTmerged399	108	118	174	135	39	25	28	16	1031	964	1025	94	78	166	205	170	178	188
PTmerged400	372	210	566	318	347	374	528	172	244	201	225	224	163	258	339	301	264	247
PTmerged401	725	385	1128	457	1258	1001	1177	631	302	253	263	178	158	178	211	151	173	160
PTmerged402	344	231	519	261	798	714	894	493	30	30	42	21	28	30	30	16	22	17
PTmerged403	1048	701	1592	823	1985	1677	1860	1185	84	92	86	103	81	81	92	78	100	90
PTmerged404	218	166	305	139	181	163	219	99	229	207	262	244	177	279	365	334	170	166
PTmerged405	360	179	588	228	618	639	683	311	213	229	225	91	76	183	226	196	155	130
PTmerged406	12	5	20	8	2	4	4	4	174	178	146	267	198	529	609	577	209	185
PTmerged407	2118	1424	3198	1557	5755	4851	5693	3517	142	113	122	144	119	129	172	152	171	175
PTmerged408	684	437	1212	540	1181	941	1224	615	200	162	227	418	333	208	295	267	228	249
PTmerged409	667	429	1189	532	1157	918	1199	605	196	158	222	410	324	201	286	262	221	244
PTmerged410	14	19	27	37	44	40	80	30	159	169	174	215	207	268	326	273	325	282
PTmerged411	1430	1023	2436	1093	3123	2762	3361	1812	255	290	255	443	321	492	656	515	281	250
PTmerged412	55431	37470	78947	92302	56420	63940	86934	43446	1125063	1037076	1088431	1209424	1105896	942720	1190726	1041913	1286800	1141526
PTmerged413	55431	37466	78935	92289	56418	63937	86928	43444	1124845	1036899	1088219	1209264	1105774	942485	1190448	1041642	1286574	1141301
PTmerged414	496	445	763	893	75	135	141	67	8337	8221	7775	6349	5218	8585	10716	9391	6927	6755
PTmerged415	106	60	219	105	201	196	320	111	150	143	134	160	149	225	210	222	204	180
PTmerged416	195	167	319	167	358	296	394	175	328	273	278	302	283	362	449	360	291	263
PTmerged417	193	167	317	167	356	296	392	175	327	273	278	302	282	362	445	360	290	262
PTmerged418	23	20	41	47	93	127	146	63	404	312	347	313	219	150	201	200	237	219
PTmerged419	603	397	944	412	1204	1047	1238	786	113	111	92	152	107	150	167	148	125	150
PTmerged420	294	206	451	239	1380	1217	1337	926	38	43	37	26	16	31	33	15	11	24
PTmerged421	1794	1338	3161	1651	2592	2481	2917	1564	3003	2847	3022	3306	2988	3190	3845	3411	3814	3195
PTmerged422	1271	955	2180	868	2062	1562	1854	1246	138	101	110	131	97	126	142	125	132	131
PTmerged423	116	70	204	120	87	65	105	61	256	251	248	197	200	168	200	225	197	206
PTmerged424	37	39	76	35	58	54	56	26	243	241	248	433	384	230	282	243	212	185
PTmerged425	37	39	76	35	58	52	56	26	242	240	248	433	383	230	282	243	212	185
PTmerged426	226	264	518	195	1044	832	872	731	7	0	4	16	9	1	1	0	8	3
PTmerged427	89	91	151	75	94	77	84	73	217	207	214	205	177	304	325	295	234	190
PTmerged428	28002	19642	39552	20158	23129	23023	24449	21549	900	1031	892	1221	1153	1373	1774	1452	1007	780
PTmerged429	133	95	158	150	119	114	176	52	341	332	340	417	412	395	447	388	341	333
PTmerged430	211	182	329	169	197	243	298	161	291	252	292	261	236	289	392	343	316	256
PTmerged431	87	76	158	138	202	185	322	82	530	424	469	906	766	951	1184	998	1007	904
PTmerged432	84	127	181	213	15	18	17	9	3806	2941	3410	3475	2227	6828	7982	6168	1312	1544
PTmerged433	3429	1448	3188	6252	2160	2286	2691	2047	43034	37583	43505	47306	41889	36560	46504	41241	55852	45055
PTmerged434	151	77	179	106	343	338	349	224	194	184	197	191	193	199	250	210	272	223
PTmerged435	227	135	353	192	266	248	291	184	163	185	158	155	124	249	288	249	170	143
PTmerged437	2406	1613	4083	1842	5700	4957	5813	3378	426	427	389	553	438	492	655	546	525	389
PTmerged438	442	237	645	355	881	667	860	442	599	591	623	473	420	623	722	635	545	482
PTmerged439	67	89	125	89	62	98	99	40	846	985	786	1427	1237	922	1135	1024	816	788
